X,Y,NAME,POSIT_VEG,POSIT_RES,POSIT_ARB,LONGUEUR,NACELLE,ZAR,ESSENCE_PR,COM,photo,layer,NUM_UNIQUE,icon_url
0.62499108,44.36516468,Isolé 1292,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ORNEMENT,,,ISOLE ZONE 3,"3865",./0.png
0.62467664,44.37301209,Isolé 1293,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,BOULEAU,,,ISOLE ZONE 3,"3866",./0.png
0.62286325,44.37445798,Isolé 1294,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,FRÊNE,,,ISOLE ZONE 3,"3867",./0.png
0.62334485,44.37542193,Isolé 1295,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,PRUNUS,,,ISOLE ZONE 3,"3868",./0.png
0.62337156,44.3756021,Isolé 1296,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ORNEMENT,,,ISOLE ZONE 3,"3869",./0.png
0.62406613,44.37616707,Isolé 1297,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,NOYER,,,ISOLE ZONE 3,"3870",./0.png
0.62412928,44.3762439,Isolé 1298,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ACACIA,,,ISOLE ZONE 3,"3871",./0.png
0.62425179,44.37639587,Isolé 1299,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ÉRABLE,,,ISOLE ZONE 3,"3872",./0.png
0.62468001,44.37739487,Isolé 13,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CERISIER,,,ISOLE ZONE 3,"3873",./0.png
0.62451467,44.37786035,Isolé 130,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,PEUPLIER,,,ISOLE ZONE 3,"3874",./0.png
0.62454506,44.37807297,Isolé 1300,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CHARME/CHÊNE,,,ISOLE ZONE 3,"3875",./0.png
0.62624671,44.38011063,Isolé 1301,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CHARME,,,ISOLE ZONE 3,"3876",./0.png
0.62628384,44.38017483,Isolé 1302,1 COTE,Réseau public,Arbre public,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 3,"3877",./0.png
0.62632544,44.38025821,Isolé 1303,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,AULNE/SUREAU,,,ISOLE ZONE 3,"3878",./0.png
0.62640355,44.38042849,Isolé 1304,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,NOYER/MERISIER,,,ISOLE ZONE 3,"3879",./0.png
0.62644973,44.38049754,Isolé 1305,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 3,"3880",./0.png
0.62656025,44.38066926,Isolé 1306,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 3,"3881",./0.png
0.62665173,44.38079621,Isolé 1307,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 3,"3882",./0.png
0.62677426,44.38088264,Isolé 1308,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,PRUNIER,,,ISOLE ZONE 3,"3883",./0.png
0.6269342,44.38096837,Isolé 1309,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,LAURIER,,,ISOLE ZONE 3,"3884",./0.png
0.62705349,44.38106321,Isolé 131,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÂTAIGNIER,,,ISOLE ZONE 3,"3885",./0.png
0.62710144,44.38112754,Isolé 1310,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 3,"3886",./0.png
0.62723255,44.381189,Isolé 1311,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,THUYA,,,ISOLE ZONE 3,"3887",./0.png
0.62731977,44.38124272,Isolé 1312,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,NOYER,,,ISOLE ZONE 3,"3888",./0.png
0.62747541,44.38132933,Isolé 1313,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,NOYER/THUYA,,,ISOLE ZONE 3,"3889",./0.png
0.62767107,44.38146954,Isolé 1314,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,PRUNIER,,,ISOLE ZONE 3,"3890",./0.png
0.62757141,44.38142886,Isolé 1315,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,NOYER,,,ISOLE ZONE 3,"3891",./0.png
0.62733385,44.38143829,Isolé 1316,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,FRÊNE,,,ISOLE ZONE 3,"3892",./0.png
0.62721931,44.3813944,Isolé 1317,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,AULNE,,,ISOLE ZONE 3,"3893",./0.png
0.627144,44.38136324,Isolé 1319,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 3,"3894",./0.png
0.62644238,44.38106811,Isolé 132,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÊNE/ORME,,,ISOLE ZONE 3,"3895",./0.png
0.62632339,44.3810016,Isolé 1320,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,NOYER,,,ISOLE ZONE 3,"3896",./0.png
0.62621346,44.38092791,Isolé 1321,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ACACIA,,,ISOLE ZONE 3,"3897",./0.png
0.62602566,44.38084255,Isolé 1322,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,FRUITIER,,,ISOLE ZONE 3,"3898",./0.png
0.62593871,44.38081367,Isolé 1323,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CORNOUILLER,,,ISOLE ZONE 3,"3899",./0.png
0.6241867,44.38063513,Isolé 1324,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,FIGUIER,,,ISOLE ZONE 3,"3900",./0.png
0.62380367,44.38054973,Isolé 1325,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,FIGUIER/CHÈVREFEUILLE,,,ISOLE ZONE 3,"3901",./0.png
0.62380961,44.38048439,Isolé 1326,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ACACIA/CHÈVREFEUILLE,,,ISOLE ZONE 3,"3902",./0.png
0.62383625,44.38009774,Isolé 1327,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 3,"3903",./0.png
0.62358254,44.37966066,Isolé 1328,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,NOISETIER,,,ISOLE ZONE 3,"3904",./0.png
0.62351589,44.37959288,Isolé 1329,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,NOISETIER,,,ISOLE ZONE 3,"3905",./0.png
0.62344682,44.37951587,Isolé 133,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ACACIA,,,ISOLE ZONE 3,"3906",./0.png
0.62335978,44.37944002,Isolé 1330,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,FRÊNE,,,ISOLE ZONE 3,"3907",./0.png
0.62355228,44.3806454,Isolé 1331,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,NOISETIER,,,ISOLE ZONE 3,"3908",./0.png
0.62782874,44.38169066,Isolé 1332,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 3,"3909",./0.png
0.62791093,44.38176648,Isolé 1333,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,FRÊNE,,,ISOLE ZONE 3,"3910",./0.png
0.62830382,44.38184102,Isolé 1334,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,LAURIER,,,ISOLE ZONE 3,"3911",./0.png
0.62835418,44.38187215,Isolé 1335,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,TULIPIER DE VIRGINIE,,,ISOLE ZONE 3,"3912",./0.png
0.62856143,44.38195044,Isolé 1336,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,PRUNELLIER,,,ISOLE ZONE 3,"3913",./0.png
0.62893419,44.38205629,Isolé 1337,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,FRÊNE,,,ISOLE ZONE 3,"3914",./0.png
0.62906391,44.38209739,Isolé 1338,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,PRUNELLIER,,,ISOLE ZONE 3,"3915",./0.png
0.62917743,44.38213717,Isolé 1339,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,NOYER,,,ISOLE ZONE 3,"3916",./0.png
0.62936864,44.38219098,Isolé 134,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,AILANTE,,,ISOLE ZONE 3,"3917",./0.png
0.62973972,44.38230011,Isolé 1340,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 3,"3918",./0.png
0.63073623,44.38264437,Isolé 1341,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,FRÊNE,,,ISOLE ZONE 3,"3919",./0.png
0.63087497,44.38269868,Isolé 1342,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,AILANTE,,,ISOLE ZONE 3,"3920",./0.png
0.630928,44.38272998,Isolé 1343,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,PEUPLIER,,,ISOLE ZONE 3,"3921",./0.png
0.63131888,44.38287483,Isolé 1344,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,THUYA,,,ISOLE ZONE 3,"3922",./0.png
0.63141144,44.38291398,Isolé 1345,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,THUYA,,,ISOLE ZONE 3,"3923",./0.png
0.63313876,44.38307179,Isolé 1346,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CÈDRE,,,ISOLE ZONE 3,"3924",./0.png
0.63324278,44.38306036,Isolé 1347,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,NOISETIER,,,ISOLE ZONE 3,"3925",./0.png
0.63337759,44.38305358,Isolé 1348,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ACACIA,,,ISOLE ZONE 3,"3926",./0.png
0.63348459,44.38303542,Isolé 1349,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ACACIA,,,ISOLE ZONE 3,"3927",./0.png
0.6333987,44.38311839,Isolé 135,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,NOISETIER,,,ISOLE ZONE 3,"3928",./0.png
0.63351129,44.38313593,Isolé 1350,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÂTAIGNIER/CHÊNE,,,ISOLE ZONE 3,"3929",./0.png
0.63352285,44.38318212,Isolé 1351,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ÉRABLE,,,ISOLE ZONE 3,"3930",./0.png
0.63376999,44.38368358,Isolé 1352,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CÈDRE,,,ISOLE ZONE 3,"3931",./0.png
0.63381464,44.38374887,Isolé 1353,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CERISIER,,,ISOLE ZONE 3,"3932",./0.png
0.63492374,44.3848153,Isolé 1354,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CERISIER,,,ISOLE ZONE 3,"3933",./0.png
0.63498241,44.38484312,Isolé 1355,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,NOYER,,,ISOLE ZONE 3,"3934",./0.png
0.63504996,44.38488379,Isolé 1356,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CERISIER,,,ISOLE ZONE 3,"3935",./0.png
0.63562332,44.38517491,Isolé 1357,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CÈDRE,,,ISOLE ZONE 3,"3936",./0.png
0.63578686,44.38523971,Isolé 1358,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ACACIA,,,ISOLE ZONE 3,"3937",./0.png
0.63606398,44.38539812,Isolé 1359,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ACACIA,,,ISOLE ZONE 3,"3938",./0.png
0.63623649,44.38551477,Isolé 136,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,FRÊNE/NOISETIER,,,ISOLE ZONE 3,"3939",./0.png
0.63660502,44.38582479,Isolé 1360,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ACACIA,,,ISOLE ZONE 3,"3940",./0.png
0.63356069,44.38301439,Isolé 1361,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 3,"3941",./0.png
0.63380823,44.38294252,Isolé 1362,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,MIMOSA,,,ISOLE ZONE 3,"3942",./0.png
0.63410618,44.38284045,Isolé 1363,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 3,"3943",./0.png
0.6342357,44.38279024,Isolé 1364,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,FRÊNE,,,ISOLE ZONE 3,"3944",./0.png
0.63435591,44.38276534,Isolé 1365,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,FRÊNE,,,ISOLE ZONE 3,"3945",./0.png
0.63459519,44.38274498,Isolé 1366,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 3,"3946",./0.png
0.63468764,44.38273344,Isolé 1367,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,PRUNIER,,,ISOLE ZONE 3,"3947",./0.png
0.63480174,44.38272321,Isolé 1368,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,THUYA,,,ISOLE ZONE 3,"3948",./0.png
0.63502474,44.38270018,Isolé 1369,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,THUYA,,,ISOLE ZONE 3,"3949",./0.png
0.63542297,44.38260734,Isolé 137,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 3,"3950",./0.png
0.6354817,44.38258751,Isolé 1370,1 COTE,Réseau public,Arbre public,10.000,Oui,Non,PRUNIER,,,ISOLE ZONE 3,"3951",./0.png
0.63635215,44.382149,Isolé 1371,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,FRUITIER,,,ISOLE ZONE 3,"3952",./0.png
0.63704549,44.38124275,Isolé 1372,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,FRÊNE,,,ISOLE ZONE 3,"3953",./0.png
0.63694642,44.38136206,Isolé 1373,1 COTE,Réseau public,Arbre public,10.000,Oui,Non,FRÊNE,,,ISOLE ZONE 3,"3954",./0.png
0.63716756,44.38084035,Isolé 1374,1 COTE,Réseau public,Arbre public,10.000,Oui,Non,TILLEUL,,,ISOLE ZONE 3,"3955",./0.png
0.63714127,44.38077847,Isolé 1375,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,THUYA,,,ISOLE ZONE 3,"3956",./0.png
0.63987219,44.3781033,Isolé 1376,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,THUYA,,,ISOLE ZONE 3,"3957",./0.png
0.64000252,44.37793243,Isolé 1377,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,THUYA,,,ISOLE ZONE 3,"3958",./0.png
0.64011684,44.37772734,Isolé 1378,1 COTE,Réseau public,Arbre public,10.000,Oui,Non,FRÊNE,,,ISOLE ZONE 3,"3959",./0.png
0.64077809,44.37719774,Isolé 1379,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,LAURIER,,,ISOLE ZONE 3,"3960",./0.png
0.64093002,44.37711612,Isolé 138,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ÉRABLE,,,ISOLE ZONE 3,"3961",./0.png
0.64314251,44.37562535,Isolé 1380,1 COTE,Réseau public,Arbre public,10.000,Oui,Non,LILAS,,,ISOLE ZONE 3,"3962",./0.png
0.64354954,44.37545398,Isolé 1381,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,VINAIGRIER,,,ISOLE ZONE 3,"3963",./0.png
0.64464705,44.3751205,Isolé 1382,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CÈDRE,,,ISOLE ZONE 3,"3964",./0.png
0.64477873,44.37508983,Isolé 1383,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,PEUPLIER/PRUNIER,,,ISOLE ZONE 3,"3965",./0.png
0.64516514,44.37496654,Isolé 1384,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,TILLEUL,,,ISOLE ZONE 3,"3966",./0.png
0.64566613,44.37481655,Isolé 1385,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ÉRABLE,,,ISOLE ZONE 3,"3967",./0.png
0.64582687,44.37478049,Isolé 1386,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,FIGUIER,,,ISOLE ZONE 3,"3968",./0.png
0.64703503,44.37160846,Isolé 1387,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,FRÊNE,,,ISOLE ZONE 3,"3969",./0.png
0.64685363,44.37158802,Isolé 1388,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,THUYA,,,ISOLE ZONE 3,"3970",./0.png
0.64674441,44.37149361,Isolé 1389,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,THUYA,,,ISOLE ZONE 3,"3971",./0.png
0.64661002,44.37146848,Isolé 139,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ÉRABLE,,,ISOLE ZONE 3,"3972",./0.png
0.64637165,44.37143988,Isolé 1390,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 3,"3973",./0.png
0.6462162,44.37142885,Isolé 1391,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,THUYA,,,ISOLE ZONE 3,"3974",./0.png
0.64590815,44.37145999,Isolé 1392,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ÉRABLE,,,ISOLE ZONE 3,"3975",./0.png
0.64577765,44.37136345,Isolé 1393,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,FRÊNE/CHÊNE,,,ISOLE ZONE 3,"3976",./0.png
0.64555722,44.37131364,Isolé 1394,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ÉRABLE,,,ISOLE ZONE 3,"3977",./0.png
0.64539996,44.37129291,Isolé 1395,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 3,"3978",./0.png
0.64517461,44.37124589,Isolé 1396,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,NOYER/PEUPLIER,,,ISOLE ZONE 3,"3979",./0.png
0.64507008,44.37121694,Isolé 1397,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,PEUPLIER,,,ISOLE ZONE 3,"3980",./0.png
0.6450171,44.37115426,Isolé 1398,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CERISIER,,,ISOLE ZONE 3,"3981",./0.png
0.64462482,44.37078078,Isolé 1399,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,MAGNOLIA,,,ISOLE ZONE 3,"3982",./0.png
0.64454782,44.37074064,Isolé 14,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ÉPICÉA,,,ISOLE ZONE 3,"3983",./0.png
0.64450162,44.37078699,Isolé 140,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 3,"3984",./0.png
0.64441959,44.37074618,Isolé 1400,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CORNOUILLER,,,ISOLE ZONE 3,"3985",./0.png
0.64444736,44.3706739,Isolé 1401,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ORME,,,ISOLE ZONE 3,"3986",./0.png
0.64434682,44.37064705,Isolé 1402,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ORME,,,ISOLE ZONE 3,"3987",./0.png
0.64409962,44.37070886,Isolé 1403,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,VIORNE,,,ISOLE ZONE 3,"3988",./0.png
0.64246549,44.37067206,Isolé 1404,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,VIORNE,,,ISOLE ZONE 3,"3989",./0.png
0.64225703,44.37067948,Isolé 1405,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CYPRÈS,,,ISOLE ZONE 3,"3990",./0.png
0.64211593,44.37081699,Isolé 1406,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 3,"3991",./0.png
0.6421075,44.37089389,Isolé 1407,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,PIN,,,ISOLE ZONE 3,"3992",./0.png
0.64207935,44.37108686,Isolé 1408,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 3,"3993",./0.png
0.64207773,44.37112763,Isolé 1409,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,LAURIER,,,ISOLE ZONE 3,"3994",./0.png
0.64207835,44.37117654,Isolé 141,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ÉRABLE,,,ISOLE ZONE 3,"3995",./0.png
0.64204082,44.37127763,Isolé 1410,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,LILAS,,,ISOLE ZONE 3,"3996",./0.png
0.64167754,44.3720966,Isolé 1411,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,PRUNIER ROUGE,,,ISOLE ZONE 3,"3997",./0.png
0.64960235,44.37586668,Isolé 1412,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,FRUITIER,,,ISOLE ZONE 3,"3998",./0.png
0.65484844,44.37984941,Isolé 1413,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,NOYER,,,ISOLE ZONE 3,"3999",./0.png
0.65318392,44.38156948,Isolé 1414,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CERISIER,,,ISOLE ZONE 3,"4000",./0.png
0.65311091,44.38159841,Isolé 1415,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CYPRÈS,,,ISOLE ZONE 3,"4001",./0.png
0.65334491,44.3814114,Isolé 1416,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,THUYA,,,ISOLE ZONE 3,"4002",./0.png
0.65333411,44.38134085,Isolé 1417,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,THUYA,,,ISOLE ZONE 3,"4003",./0.png
0.65258187,44.38036311,Isolé 1418,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,MÛRIER,,,ISOLE ZONE 3,"4004",./0.png
0.65675293,44.38063875,Isolé 1419,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,MÛRIER/ÉPICÉA,,,ISOLE ZONE 3,"4005",./0.png
0.65734334,44.38062157,Isolé 142,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 3,"4006",./0.png
0.65747727,44.38064394,Isolé 1420,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CERISIER,,,ISOLE ZONE 3,"4007",./0.png
0.65757154,44.38064577,Isolé 1421,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CERISIER,,,ISOLE ZONE 3,"4008",./0.png
0.65801665,44.38067859,Isolé 1422,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,LAURIER,,,ISOLE ZONE 3,"4009",./0.png
0.65815046,44.38070277,Isolé 1423,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,LAURIER/CYPRÈS,,,ISOLE ZONE 3,"4010",./0.png
0.65853494,44.38091553,Isolé 1424,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,NOYER,,,ISOLE ZONE 3,"4011",./0.png
0.65614372,44.37713048,Isolé 1425,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ACACIA,,,ISOLE ZONE 3,"4012",./0.png
0.65625256,44.37703972,Isolé 1426,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ACACIA/SUREAU,,,ISOLE ZONE 3,"4013",./0.png
0.65828143,44.37616642,Isolé 1427,1 COTE,Réseau public,Arbre public,10.000,Oui,Non,ÉRABLE,,,ISOLE ZONE 3,"4014",./0.png
0.66128529,44.37825798,Isolé 1428,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ACACIA,,,ISOLE ZONE 3,"4015",./0.png
0.66140331,44.37828585,Isolé 1429,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,PEUPLIER,,,ISOLE ZONE 3,"4016",./0.png
0.66166849,44.37857987,Isolé 143,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 3,"4017",./0.png
0.66185332,44.37897525,Isolé 1430,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,FRÊNE,,,ISOLE ZONE 3,"4018",./0.png
0.6603219,44.37260264,Isolé 1431,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CÈDRE,,,ISOLE ZONE 3,"4019",./0.png
0.66181358,44.37213016,Isolé 1432,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,LIQUIDAMBAR,,,ISOLE ZONE 3,"4020",./0.png
0.66201502,44.37214919,Isolé 1433,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,TILLEUL,,,ISOLE ZONE 3,"4021",./0.png
0.6622735,44.37231339,Isolé 1434,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ORNEMENT,,,ISOLE ZONE 3,"4022",./0.png
0.66245843,44.37243102,Isolé 1435,1 COTE,Réseau public,Arbre public,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 3,"4023",./0.png
0.66261247,44.37251943,Isolé 1436,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ACACIA,,,ISOLE ZONE 3,"4024",./0.png
0.66296919,44.37273329,Isolé 1437,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,EUCALYPTUS,,,ISOLE ZONE 3,"4025",./0.png
0.66366845,44.37316399,Isolé 1438,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,FIGUIER,,,ISOLE ZONE 3,"4026",./0.png
0.66386052,44.37326863,Isolé 1439,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,NOYER,,,ISOLE ZONE 3,"4027",./0.png
0.66395218,44.37331931,Isolé 144,1 COTE,Réseau public,Arbre public,10.000,Oui,Non,NOYER,,,ISOLE ZONE 3,"4028",./0.png
0.66411929,44.37340998,Isolé 1440,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 3,"4029",./0.png
0.66455047,44.37372058,Isolé 1441,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,NOISETIER,,,ISOLE ZONE 3,"4030",./0.png
0.66470074,44.37384733,Isolé 1442,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHARME,,,ISOLE ZONE 3,"4031",./0.png
0.66209045,44.37187665,Isolé 1443,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 3,"4032",./0.png
0.66303995,44.37144512,Isolé 1444,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,LAURIER,,,ISOLE ZONE 3,"4033",./0.png
0.66316574,44.37136668,Isolé 1445,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,LAURIER,,,ISOLE ZONE 3,"4034",./0.png
0.66330265,44.37127965,Isolé 1446,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,LAURIER,,,ISOLE ZONE 3,"4035",./0.png
0.66504348,44.37027683,Isolé 1447,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 3,"4036",./0.png
