X,Y,NAME,POSIT_VEG,POSIT_RES,POSIT_ARB,LONGUEUR,NACELLE,ZAR,ESSENCE_PR,COM,photo,layer,NUM_UNIQUE,icon_url
0.53680929,44.2081467,Isolé 812,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,BIGNONE POTEAU,,,ISOLE ZONE 2,"1362",./0.png
0.5326437,44.20933857,Isolé 813,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 2,"1363",./0.png
0.532403,44.21111305,Isolé 814,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 2,"1364",./0.png
0.53515495,44.21147288,Isolé 815,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ACACIA,,,ISOLE ZONE 2,"1365",./0.png
0.53560441,44.21155216,Isolé 816,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ORME,,,ISOLE ZONE 2,"1366",./0.png
0.5357426,44.21156785,Isolé 817,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ACACIA,,,ISOLE ZONE 2,"1367",./0.png
0.53627103,44.21188536,Isolé 818,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CHÊNE/ACACIA,,,ISOLE ZONE 2,"1368",./0.png
0.53210565,44.21130531,Isolé 819,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ÉRABLE,,,ISOLE ZONE 2,"1369",./0.png
0.53200494,44.21135716,Isolé 820,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ÉRABLE/CHÊNE,,,ISOLE ZONE 2,"1370",./0.png
0.53092959,44.21144555,Isolé 820,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 2,"1371",./0.png
0.53081675,44.21144395,Isolé 821,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 2,"1372",./0.png
0.5318433,44.2094451,Isolé 822,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 2,"1373",./0.png
0.53159175,44.20953375,Isolé 823,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,SUREAU,,,ISOLE ZONE 2,"1374",./0.png
0.53152396,44.20956759,Isolé 824,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,SAULE,,,ISOLE ZONE 2,"1375",./0.png
0.53109332,44.20962259,Isolé 825,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,LAURIER,,,ISOLE ZONE 2,"1376",./0.png
0.53085987,44.20959059,Isolé 826,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,NOISETIER/LAURIER,,,ISOLE ZONE 2,"1377",./0.png
0.53071356,44.20956211,Isolé 827,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,LAURIER,,,ISOLE ZONE 2,"1378",./0.png
0.53045958,44.20962612,Isolé 828,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,MÛRIER,,,ISOLE ZONE 2,"1379",./0.png
0.52994032,44.20963594,Isolé 829,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,MÛRIER,,,ISOLE ZONE 2,"1380",./0.png
0.53248193,44.20860682,Isolé 830,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,POMMIER,,,ISOLE ZONE 2,"1381",./0.png
0.53226666,44.20806923,Isolé 831,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,LAURIER,,,ISOLE ZONE 2,"1382",./0.png
0.53219001,44.20769598,Isolé 832,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 2,"1383",./0.png
0.5348126,44.20397773,Isolé 833,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,SUREAU,,,ISOLE ZONE 2,"1384",./0.png
0.53172015,44.20366524,Isolé 834,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 2,"1385",./0.png
0.53144798,44.20365304,Isolé 835,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 2,"1386",./0.png
0.53101186,44.20365056,Isolé 836,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,THUYA,,,ISOLE ZONE 2,"1387",./0.png
0.53105908,44.20236445,Isolé 837,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,BAMBOU,,,ISOLE ZONE 2,"1388",./0.png
0.5303615,44.20244623,Isolé 838,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 2,"1389",./0.png
0.53007014,44.20243571,Isolé 839,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CYPRÈS,,,ISOLE ZONE 2,"1390",./0.png
0.52996767,44.20243018,Isolé 840,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CYPRÈS,,,ISOLE ZONE 2,"1391",./0.png
0.52987237,44.20243946,Isolé 841,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CYPRÈS,,,ISOLE ZONE 2,"1392",./0.png
0.52977796,44.202448,Isolé 842,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CYPRÈS/LAURIER,,,ISOLE ZONE 2,"1393",./0.png
0.52967865,44.20245126,Isolé 843,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CYPRÈS/LAURIER,,,ISOLE ZONE 2,"1394",./0.png
0.52956559,44.20246554,Isolé 844,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CYPRÈS,,,ISOLE ZONE 2,"1395",./0.png
0.52947043,44.20247584,Isolé 845,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,LAURIER,,,ISOLE ZONE 2,"1396",./0.png
0.52817612,44.20246956,Isolé 846,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ORNEMENT,,,ISOLE ZONE 2,"1397",./0.png
0.52808519,44.20246686,Isolé 847,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CÈDRE,,,ISOLE ZONE 2,"1398",./0.png
0.52799335,44.20244701,Isolé 848,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CERISIER,,,ISOLE ZONE 2,"1399",./0.png
0.5270957,44.20254099,Isolé 849,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ACACIA,,,ISOLE ZONE 2,"1400",./0.png
0.52690284,44.20255976,Isolé 850,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,PRUNIER,,,ISOLE ZONE 2,"1401",./0.png
0.52679408,44.20257089,Isolé 851,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ARBRE DE JUDÉE,,,ISOLE ZONE 2,"1402",./0.png
0.53196994,44.20164704,Isolé 852,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,LAURIER,,,ISOLE ZONE 2,"1403",./0.png
0.53198577,44.20153256,Isolé 853,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,TILLEUL,,,ISOLE ZONE 2,"1404",./0.png
0.52489107,44.20274564,Isolé 854,1 COTE,Réseau public,Arbre public,10.000,Oui,Non,PLATANE,,,ISOLE ZONE 2,"1405",./0.png
0.52454927,44.20288297,Isolé 855,1 COTE,Réseau public,Arbre public,10.000,Oui,Non,PLATANE,,,ISOLE ZONE 2,"1406",./0.png
0.52410724,44.20305304,Isolé 856,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ACACIA,,,ISOLE ZONE 2,"1407",./0.png
0.52362271,44.20314629,Isolé 857,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ACACIA,,,ISOLE ZONE 2,"1408",./0.png
0.52223331,44.2013186,Isolé 858,1 COTE,Réseau public,Arbre public,10.000,Oui,Non,LAGESTREMIA,,,ISOLE ZONE 2,"1409",./0.png
0.52222077,44.20126581,Isolé 859,1 COTE,Réseau public,Arbre public,10.000,Oui,Non,MÛRIER,,,ISOLE ZONE 2,"1410",./0.png
0.52219633,44.20121131,Isolé 860,1 COTE,Réseau public,Arbre public,10.000,Oui,Non,TILLEUL,,,ISOLE ZONE 2,"1411",./0.png
0.52216588,44.20108702,Isolé 861,1 COTE,Réseau public,Arbre public,10.000,Oui,Non,BANANIER,,,ISOLE ZONE 2,"1412",./0.png
0.52211732,44.2010044,Isolé 862,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,PRUNUS,,,ISOLE ZONE 2,"1413",./0.png
0.52200148,44.20078246,Isolé 863,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,PIN/ORME,,,ISOLE ZONE 2,"1414",./0.png
0.52177439,44.19997933,Isolé 864,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ACACIA,,,ISOLE ZONE 2,"1415",./0.png
0.52129603,44.1979069,Isolé 865,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 2,"1416",./0.png
0.52079781,44.19500404,Isolé 866,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ÉRABLE,,,ISOLE ZONE 2,"1417",./0.png
0.52084921,44.19492266,Isolé 867,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,PIN,,,ISOLE ZONE 2,"1418",./0.png
0.52108268,44.19457884,Isolé 868,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,THUYA,,,ISOLE ZONE 2,"1419",./0.png
0.52680042,44.20617246,Isolé 869,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CÈDRE/LAURIER,,,ISOLE ZONE 2,"1420",./0.png
0.52690772,44.20624177,Isolé 870,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,NOISETIER/LAURIER,,,ISOLE ZONE 2,"1421",./0.png
0.52694993,44.20628986,Isolé 871,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CEDRE,,,ISOLE ZONE 2,"1422",./0.png
0.52714333,44.20647954,Isolé 872,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ACACIA,,,ISOLE ZONE 2,"1423",./0.png
0.52448291,44.20611415,Isolé 873,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,FIGUIER,,,ISOLE ZONE 2,"1424",./0.png
0.52437104,44.20611437,Isolé 874,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CERISIER,,,ISOLE ZONE 2,"1425",./0.png
0.5187533,44.20696768,Isolé 875,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,LAURIER,,,ISOLE ZONE 2,"1426",./0.png
0.51867852,44.20674309,Isolé 876,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,BAMBOU,,,ISOLE ZONE 2,"1427",./0.png
0.51721046,44.20356451,Isolé 877,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,SAULE,,,ISOLE ZONE 2,"1428",./0.png
0.51716023,44.20348427,Isolé 878,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ÉPICÉA,,,ISOLE ZONE 2,"1429",./0.png
0.51712295,44.20341719,Isolé 879,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ÉPICÉA,,,ISOLE ZONE 2,"1430",./0.png
0.5164702,44.20240388,Isolé 880,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 2,"1431",./0.png
0.51851521,44.20754735,Isolé 881,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,BOULEAU,,,ISOLE ZONE 2,"1432",./0.png
0.51670576,44.2084584,Isolé 882,2 COTES,Réseau public,Arbre privé,10.000,Oui,Non,THUYA,,,ISOLE ZONE 2,"1433",./1.png
0.51637836,44.20854441,Isolé 883,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,THUYA,,,ISOLE ZONE 2,"1434",./0.png
0.51613455,44.20861579,Isolé 884,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,THUYA,,,ISOLE ZONE 2,"1435",./0.png
0.5159426,44.20866346,Isolé 885,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,THUYA,,,ISOLE ZONE 2,"1436",./0.png
0.51566134,44.20869849,Isolé 886,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,THUYA,,,ISOLE ZONE 2,"1437",./0.png
0.51599684,44.20893257,Isolé 887,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,NOYER,,,ISOLE ZONE 2,"1438",./0.png
0.51700958,44.21037168,Isolé 888,1 COTE,Réseau public,Arbre public,10.000,Oui,Non,TREMBLE,,,ISOLE ZONE 2,"1439",./0.png
0.51710599,44.21041185,Isolé 889,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 2,"1440",./0.png
0.51974224,44.21064785,Isolé 890,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 2,"1441",./0.png
0.51986461,44.21064638,Isolé 891,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 2,"1442",./0.png
0.51993195,44.2106414,Isolé 892,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 2,"1443",./0.png
0.52021989,44.21062146,Isolé 893,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 2,"1444",./0.png
0.52045266,44.21060412,Isolé 894,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 2,"1445",./0.png
0.52056163,44.2105733,Isolé 895,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 2,"1446",./0.png
0.52087612,44.2104579,Isolé 896,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ÉRABLE,,,ISOLE ZONE 2,"1447",./0.png
0.52119273,44.21039697,Isolé 897,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,LIQUIDAMBAR,,,ISOLE ZONE 2,"1448",./0.png
0.52148104,44.21036805,Isolé 898,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,FRÊNE,,,ISOLE ZONE 2,"1449",./0.png
0.51018184,44.21005487,Isolé 899,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,BOULEAU/AULNE,,,ISOLE ZONE 2,"1450",./0.png
0.5102111,44.21027747,Isolé 900,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,LIERRE POTEAU/ÉPICÉA,,,ISOLE ZONE 2,"1451",./0.png
0.51022601,44.21037324,Isolé 901,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,LAURIER,,,ISOLE ZONE 2,"1452",./0.png
0.51073559,44.21138252,Isolé 902,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,THUYA,,,ISOLE ZONE 2,"1453",./0.png
0.51098539,44.21185737,Isolé 903,1 COTE,Réseau public,Arbre public,10.000,Oui,Non,BIGNONE POTEAU,,,ISOLE ZONE 2,"1454",./0.png
0.51099343,44.21197218,Isolé 904,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CERISIER,,,ISOLE ZONE 2,"1455",./0.png
0.51103995,44.21205279,Isolé 905,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,FIGUIER,,,ISOLE ZONE 2,"1456",./0.png
0.51107067,44.21211948,Isolé 906,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,POMMIER,,,ISOLE ZONE 2,"1457",./0.png
0.51157171,44.21305254,Isolé 907,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CORNOUILLER,,,ISOLE ZONE 2,"1458",./0.png
0.51170208,44.21327764,Isolé 908,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ÉRABLE,,,ISOLE ZONE 2,"1459",./0.png
0.51295362,44.2134594,Isolé 909,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 2,"1460",./0.png
0.51335552,44.21534594,Isolé 910,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,NOYER,,,ISOLE ZONE 2,"1461",./0.png
0.49899018,44.2109418,Isolé 911,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ACACIA,,,ISOLE ZONE 2,"1462",./0.png
0.49936851,44.21084267,Isolé 912,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHARME,,,ISOLE ZONE 2,"1463",./0.png
0.50154445,44.21015969,Isolé 913,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,SUREAU,,,ISOLE ZONE 2,"1464",./0.png
0.50161007,44.21004048,Isolé 914,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,LAURIER,,,ISOLE ZONE 2,"1465",./0.png
0.50164208,44.20997197,Isolé 915,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,BAMBOU,,,ISOLE ZONE 2,"1466",./0.png
0.50173523,44.20989541,Isolé 916,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ACACIA,,,ISOLE ZONE 2,"1467",./0.png
0.50193209,44.20971869,Isolé 917,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ACACIA,,,ISOLE ZONE 2,"1468",./0.png
0.50184398,44.20967656,Isolé 918,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ORME,,,ISOLE ZONE 2,"1469",./0.png
0.50195242,44.20925745,Isolé 919,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,BIGNONE,,,ISOLE ZONE 2,"1470",./0.png
0.50784478,44.20365564,Isolé 920,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,NOYER,,,ISOLE ZONE 2,"1471",./0.png
0.49654218,44.20492681,Isolé 921,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,LAURIER,,,ISOLE ZONE 2,"1472",./0.png
0.49642872,44.20501943,Isolé 922,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ÉPICÉA,,,ISOLE ZONE 2,"1473",./0.png
0.49572721,44.20556876,Isolé 923,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,AUBÉPINE,,,ISOLE ZONE 2,"1474",./0.png
0.49601846,44.20999114,Isolé 924,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,SAULE,,,ISOLE ZONE 2,"1475",./0.png
0.49292528,44.21168505,Isolé 925,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ORME MORT,,,ISOLE ZONE 2,"1476",./0.png
0.4905592,44.21335873,Isolé 926,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 2,"1477",./0.png
0.4906558,44.21341544,Isolé 927,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 2,"1478",./0.png
0.49101651,44.21362621,Isolé 928,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 2,"1479",./0.png
0.49195068,44.21424633,Isolé 929,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ÉRABLE,,,ISOLE ZONE 2,"1480",./0.png
0.49484177,44.21547251,Isolé 930,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,THUYA,,,ISOLE ZONE 2,"1481",./0.png
0.49586731,44.21601713,Isolé 931,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ACACIA/SUREAU,,,ISOLE ZONE 2,"1482",./0.png
0.49648851,44.21580216,Isolé 932,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,NOYER,,,ISOLE ZONE 2,"1483",./0.png
0.49713885,44.21569257,Isolé 933,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CERISIER,,,ISOLE ZONE 2,"1484",./0.png
0.50058644,44.21506804,Isolé 934,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,NOYER,,,ISOLE ZONE 2,"1485",./0.png
0.48933827,44.21794629,Isolé 935,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CATALPA,,,ISOLE ZONE 2,"1486",./0.png
0.48967638,44.21815016,Isolé 936,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,NOISETIER,,,ISOLE ZONE 2,"1487",./0.png
0.49563945,44.22138941,Isolé 937,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,BIGNONE POTEAU,,,ISOLE ZONE 2,"1488",./0.png
0.49617972,44.22160361,Isolé 938,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,SUREAU,,,ISOLE ZONE 2,"1489",./0.png
0.49812247,44.22383028,Isolé 939,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,TILLEUL,,,ISOLE ZONE 2,"1490",./0.png
0.49928259,44.22634041,Isolé 940,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CERISIER,,,ISOLE ZONE 2,"1491",./0.png
0.49984444,44.22668982,Isolé 941,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CÈDRE,,,ISOLE ZONE 2,"1492",./0.png
0.49995604,44.22674051,Isolé 942,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,NOYER,,,ISOLE ZONE 2,"1493",./0.png
0.50007728,44.22680844,Isolé 943,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CÈDRE,,,ISOLE ZONE 2,"1494",./0.png
0.5001426,44.22691016,Isolé 944,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,LIERRE POTEAU,,,ISOLE ZONE 2,"1495",./0.png
0.50049981,44.22710211,Isolé 945,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ALISIER,,,ISOLE ZONE 2,"1496",./0.png
0.50066491,44.22718478,Isolé 946,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ACACIA,,,ISOLE ZONE 2,"1497",./0.png
0.50080778,44.22707162,Isolé 947,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,TREMBLE,,,ISOLE ZONE 2,"1498",./0.png
0.50142142,44.22650463,Isolé 948,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ACACIA,,,ISOLE ZONE 2,"1499",./0.png
0.50155975,44.2263993,Isolé 949,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,TREMBLE/NOYER,,,ISOLE ZONE 2,"1500",./0.png
0.48660148,44.21805104,Isolé 950,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,NOYER,,,ISOLE ZONE 2,"1501",./0.png
0.48612167,44.2181371,Isolé 951,1 COTE,Réseau public,Arbre public,10.000,Oui,Non,TILLEUL,,,ISOLE ZONE 2,"1502",./0.png
0.48620787,44.21829597,Isolé 952,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ACACIA,,,ISOLE ZONE 2,"1503",./0.png
0.48635637,44.21865248,Isolé 953,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,PEUPLIER,,,ISOLE ZONE 2,"1504",./0.png
0.48689169,44.21892463,Isolé 954,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,PIN,,,ISOLE ZONE 2,"1505",./0.png
0.48725576,44.21911273,Isolé 955,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CÈDRE,,,ISOLE ZONE 2,"1506",./0.png
0.48836074,44.21997238,Isolé 956,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,FIGUIER/LAURIER,,,ISOLE ZONE 2,"1507",./0.png
0.48923634,44.22082697,Isolé 957,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,PEUPLIER,,,ISOLE ZONE 2,"1508",./0.png
0.48933049,44.22089138,Isolé 958,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÊNE/PEUPLIER,,,ISOLE ZONE 2,"1509",./0.png
0.48957594,44.22113305,Isolé 959,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,SÉQUOIA,,,ISOLE ZONE 2,"1510",./0.png
0.48604067,44.21797835,Isolé 960,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CHARME,,,ISOLE ZONE 2,"1511",./0.png
0.48543337,44.21806024,Isolé 961,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,PEUPLIER,,,ISOLE ZONE 2,"1512",./0.png
0.4853146,44.21807111,Isolé 962,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 2,"1513",./0.png
0.48526593,44.21809745,Isolé 963,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHÊNE,,,ISOLE ZONE 2,"1514",./0.png
0.48515631,44.2182546,Isolé 964,1 COTE,Réseau public,Arbre public,10.000,Oui,Non,TILLEUL,,,ISOLE ZONE 2,"1515",./0.png
0.485133,44.21832205,Isolé 965,1 COTE,Réseau public,Arbre public,10.000,Oui,Non,TILLEUL,,,ISOLE ZONE 2,"1516",./0.png
0.4830261,44.21860771,Isolé 966,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,CÈDRE,,,ISOLE ZONE 2,"1517",./0.png
0.48194657,44.21835011,Isolé 967,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,PEUPLIER,,,ISOLE ZONE 2,"1518",./0.png
0.47786743,44.21855161,Isolé 968,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,ÉRABLE,,,ISOLE ZONE 2,"1519",./0.png
0.47764296,44.2185238,Isolé 969,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,RONCE/SAULE/FRÊNE,,,ISOLE ZONE 2,"1520",./0.png
0.4774019,44.21852806,Isolé 970,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHARME/CHÊNE,,,ISOLE ZONE 2,"1521",./0.png
0.47654698,44.21855644,Isolé 971,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,FRÊNE,,,ISOLE ZONE 2,"1522",./0.png
0.47605055,44.21853921,Isolé 972,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,FRÊNE,,,ISOLE ZONE 2,"1523",./0.png
0.47547741,44.2185062,Isolé 973,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CORNOUILLER,,,ISOLE ZONE 2,"1524",./0.png
0.47534658,44.21851402,Isolé 974,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,FRÊNE/NOISETIER,,,ISOLE ZONE 2,"1525",./0.png
0.4752405,44.21850365,Isolé 975,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,FRÊNE,,,ISOLE ZONE 2,"1526",./0.png
0.47499721,44.2185006,Isolé 976,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,CHARME/FRÊNE,,,ISOLE ZONE 2,"1527",./0.png
0.47474747,44.21848239,Isolé 977,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,FRÊNE,,,ISOLE ZONE 2,"1528",./0.png
0.47408855,44.21844042,Isolé 978,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,AULNE,,,ISOLE ZONE 2,"1529",./0.png
0.47356868,44.21841191,Isolé 979,1 COTE,Réseau privé,Arbre privé,10.000,Oui,Non,NOYER,,,ISOLE ZONE 2,"1530",./0.png
0.46823824,44.21817436,Isolé 980,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,PEUPLIER,,,ISOLE ZONE 2,"1531",./0.png
0.46813988,44.2181669,Isolé 981,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,PEUPLIER,,,ISOLE ZONE 2,"1532",./0.png
0.4679358,44.21814973,Isolé 982,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,NOYER,,,ISOLE ZONE 2,"1533",./0.png
0.4677668,44.21813361,Isolé 983,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,SUREAU,,,ISOLE ZONE 2,"1534",./0.png
0.46757811,44.21811835,Isolé 984,1 COTE,Réseau public,Arbre privé,10.000,Oui,Non,ACACIA,,,ISOLE ZONE 2,"1535",./0.png
